sl.no.,isbn,isbn10
2113,9780345457370,0345457374
2114,9780805063899,0805063897
2115,,
2116,9781841156736,1841156736
2117,9780142001745,0142001740
2118,9780330493741,0330493744
2119,9780345465085,0345465083
2120,9780061234002,0061234001
2121,9780671027384,0671027387
2122,9780060012342,006001234X
2123,9780763625290,0763625299
2124,9781416510567,1416510567
2125,9780142001431,0142001430
2126,9780060838584,0060838582
2127,9780451458445,0451458443
2128,9782226131904,2226131906
2129,9780452286030,0452286034
2130,9780440221661,0440221668
2131,9780061479946,0061479942
2132,9780802139252,0802139256
2133,9780440236702,0440236703
2134,9780007133611,0007133618
2135,9780060566210,0060566213
2136,,
2137,9780749932824,0749932821
2138,9780099481683,0099481685
2139,9780375726408,0375726403
2140,,
2141,9780345446664,0345446666
2142,9780743287203,0743287207
2143,9780446696616,0446696617
2144,9780553802023,055380202X
2145,9780142501122,0142501123
2146,9780060725129,0060725125
2147,9780061031328,0061031321
2148,9780060566227,0060566221
2149,9780380820887,0380820889
2150,9780060725136,0060725133
2151,9780739416389,0739416383
2152,9780060012786,0060012781
2153,9780345477248,0345477243
2154,9780749932770,0749932775
2155,9780440229384,0440229383
2156,9780967370163,0967370167
2157,9780375714665,0375714669
2158,9780060590161,0060590165
2159,9781405206129,1405206128
2160,9780099421863,0099421860
2161,9780425212899,0425212890
2162,9780452283206,0452283205
2163,9780756400583,0756400589
2164,9780786887002,0786887001
2165,9780812966923,0812966929
2166,9780679889168,0679889167
2167,9780385337939,0385337930
2168,9780156031448,0156031442
2169,9780307277749,0307277747
2170,9780553582369,0553582364
2171,9780140297997,0140297995
2172,9780451219596,0451219597
2173,9780375727436,0375727434
2174,9780812966008,0812966007
2175,9780375825446,0375825444
2176,9780756400606,0756400600
2177,9780060514488,0060514485
2178,9780786886326,0786886323
2179,9780425178577,0425178579
2180,9780425183755,0425183750
2181,9780749934392,0749934395
2182,9781582341330,1582341338
2183,9781563898587,1563898586
2184,9780743418171,0743418174
2185,9780451458124,0451458125
2186,9780553580518,0553580515
2187,9780312426088,0312426089
2188,9780786887583,0786887583
2189,9780385720922,0385720920
2190,9780765303813,0765303817
2191,9780142501542,0142501549
2192,9780743203173,0743203178
2193,9780743475617,0743475615
2194,9780571199976,0571199976
2195,9781559276870,1559276878
2196,9780007139859,0007139853
2197,,
2198,9781403983787,140398378X
2199,9780441011254,044101125X
2200,9780061139376,0061139378
2201,9780142001745,0142001740
2202,9780316166683,0316166685
2203,9780375826696,0375826696
2204,9780312422158,0312422156
2205,9781841493008,1841493007
2206,9781400079278,1400079276
2207,9780142004036,0142004030
2208,9780380813810,0380813815
2209,9780609608449,0609608444
2210,9780064410120,0064410129
2211,,
2212,9780385722209,0385722206
2213,,
2214,9780786808557,0786808551
2215,9780312291631,0312291639
2216,9780552154307,055215430X
2217,9780142501559,0142501557
2218,9780451458926,0451458923
2219,9781563899423,1563899426
2220,9780061015724,0061015725
2221,9780312422271,031242227X
2222,9781400031696,1400031699
2223,9780446699532,0446699535
2224,9780765345042,0765345048
2225,,
2226,9780684859736,0684859734
2227,9780345457691,0345457692
2228,9780316159418,0316159417
2229,9780061479953,0061479950
2230,9781841954318,1841954314
2231,9780142001615,0142001619
2232,9780064472777,0064472779
2233,9780446611626,044661162X
2234,9780440236733,0440236738
2235,9780553382617,0553382616
2236,9780439474290,0439474299
2237,9781416524359,1416524355
2238,9780060958022,0060958022
2239,9780316809061,0316809063
2240,9780446611237,0446611239
2241,9780689867040,0689867042
2242,9780142400296,0142400297
2243,9780143116233,0143116231
2244,9780312998363,0312998368
2245,9780441009169,0441009166
2246,9780743437318,0743437314
2247,9780316910330,0316910333
2248,9780441010165,0441010164
2249,9780060529703,0060529709
2250,9780345481399,0345481399
2251,9780152050856,015205085X
2252,9781573223324,1573223328
2253,9780375703423,037570342X
2254,9780590396561,0590396560
2255,9780142402443,0142402443
2256,9780312422165,0312422164
2257,,
2258,9780778323648,0778323641
2259,9781400031009,1400031001
2260,9780385339599,0385339593
2261,9780765340054,0765340054
2262,9781400034543,140003454X
2263,9781250066626,125006662X
2264,9780439554794,0439554799
2265,9780553582765,0553582763
2266,9780575074019,0575074019
2267,9780452285934,0452285933
2268,9780743436120,0743436121
2269,9781882968336,1882968336
2270,9780446611916,0446611913
2271,9780310276999,0310276993
2272,9780689871139,0689871139
2273,9780743211376,0743211375
2274,,
2275,9780440240945,0440240948
2276,9780812579840,0812579844
2277,9780345487155,034548715X
2278,9780142003343,0142003344
2279,9780752849522,0752849522
2280,9781573229869,1573229865
2281,9780446696630,0446696633
2282,9780425198681,0425198685
2283,9780553580075,0553580078
2284,9780312983772,0312983778
2285,9780099446729,0099446723
2286,9781400095810,1400095816
2287,9780380820849,0380820846
2288,9780375508561,0375508562
2289,9780743249997,0743249992
2290,9780763622596,0763622591
2291,,
2292,9780312989385,0312989385
2293,9780756401139,0756401135
2294,9780330426640,0330426648
2295,9780425188781,0425188787
2296,9781400032907,1400032903
2297,9780345468697,0345468694
2298,9780785263708,0785263705
2299,9780515136814,0515136816
2300,,
2301,,
2302,,
2303,9781400032716,1400032717
2304,9781939126016,1939126010
2305,9780767908184,076790818X
2306,9780061284205,0061284203
2307,,
2308,9780553384284,0553384287
2309,9780689875342,0689875347
2310,,
2311,9780439709101,0439709105
2312,,
2313,9780380731862,038073186X
2314,9780385731058,0385731051
2315,9780061124297,006112429X
2316,9781592402038,1592402038
2317,9780393324815,0393324818
2318,,
2319,9780143034353,0143034359
2320,9780739303405,0739303406
2321,9780393324822,0393324826
2322,,
2323,9780141321318,0141321318
2324,9780786818594,078681859X
2325,9780142004333,0142004332
2326,9780330419123,0330419129
2327,9781416516934,141651693X
2328,9780375714832,0375714839
2329,9780152053109,0152053107
2330,9780064410137,0064410137
2331,9780061543647,0061543640
2332,,
2333,9780312421991,0312421990
2334,9780743453004,074345300X
2335,9780345490384,034549038X
2336,9780060012380,0060012382
2337,9780451459404,0451459407
2338,9781616202415,1616202416
2339,9780439771344,043977134X
2340,9780763625290,0763625299
2341,9780812974614,0812974611
2342,9780312304355,0312304358
2343,9780312864590,0312864590
2344,9780380818617,0380818612
2345,9780812971064,081297106X
2346,9780375822742,0375822747
2347,9780452285453,0452285453
2348,9781400078974,1400078970
2349,9780385511612,0385511612
2350,9781582349909,1582349908
2351,9781891830433,1891830430
2352,9780618485222,0618485228
2353,9780425191781,0425191788
2354,9780141886886,0141886889
2355,9780752877136,0752877135
2356,9781569717516,1569717516
2357,9780061543630,0061543632
2358,9780152052218,0152052216
2359,,
2360,9780440241003,0440241006
2361,9780743533652,0743533658
2362,9780425194492,0425194493
2363,9780345451903,0345451902
2364,9780446611633,0446611638
2365,9780330411967,0330411969
2366,9780743222259,0743222253
2367,9780763619619,0763619612
2368,9780807218983,0807218987
2369,9780571219353,0571219357
2370,9780306813559,0306813556
2371,9780767900560,0767900561
2372,9780553801309,0553801309
2373,9780446612760,0446612766
2374,9780743254434,0743254430
2375,9781859844885,185984488X
2376,9781405034142,1405034149
2377,9780743243315,0743243315
2378,9780756401818,075640181X
2379,9781844280131,1844280136
2380,9780802141248,0802141242
2381,9780330419451,0330419455
2382,9780385339650,0385339658
2383,9780743246071,0743246071
2384,9780061098789,0061098787
2385,9781841152899,1841152897
2386,9780609809839,0609809830
2387,9780425195956,0425195953
2388,9780786715107,0786715103
2389,,
2390,9780199245222,0199245223
2391,9781400079933,1400079934
2392,9780141035260,0141035269
2393,9780385504515,0385504519
2394,9780515136814,0515136816
2395,9780671024208,0671024205
2396,9780312427801,0312427808
2397,9780060988654,0060988657
2398,9780060589288,0060589280
2399,9780765302199,0765302195
2400,9780743454537,0743454537
2401,9780375507250,0375507256
2402,9780441012183,0441012183
2403,9780307269980,0307269981
2404,9780142406250,0142406252
2405,9781400096275,1400096278
2406,9780713998948,0713998946
2407,,
2408,,
2409,9780446693806,0446693804
2410,9780143035411,014303541X
2411,9780739464465,0739464469
2412,9780060013134,0060013133
2413,9781932664089,1932664084
2414,9780609809648,0609809644
2415,9780143036555,0143036556
2416,9781400079490,1400079497
2417,9780743246071,0743246071
2418,9780142406632,0142406635
2419,9780375828782,0375828788
2420,,
2421,9780312936228,0312936222
2422,9780393327373,039332737X
2423,9780451459879,0451459873
2424,9780375822742,0375822747
2425,9780440241355,0440241359
2426,9780312424404,031242440X
2427,9781419307270,1419307274
2428,9780064410144,0064410145
2429,9780060887186,0060887184
2430,,
2431,9781400077915,1400077915
2432,9780763625290,0763625299
2433,,
2434,9780786849079,078684907X
2435,(ISBN10: 1416,"<ERROR> _IDX: 2436 error(5): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
2436,9780375725760,0375725768
2437,9780451217424,045121742X
2438,9780553376050,0553376055
2439,9780778327110,0778327116
2440,9780439968089,0439968089
2441,9780385732536,0385732538
2442,9780385339681,0385339682
2443,9780060588281,0060588284
2444,9781586215026,1586215027
2445,9780965900584,0965900584
2446,9780060585440,0060585447
2447,9781847241696,1847241697
2448,,
2449,9780552552646,055255264X
2450,9780375828256,0375828257
2451,9780143034353,0143034359
2452,9780689852237,0689852231
2453,9781597800440,1597800449
2454,9780446699549,0446699543
2455,9781841492612,1841492612
2456,9780060519537,0060519533
2457,9780439395625,0439395623
2458,9780142405789,0142405787
2459,9780441011872,044101187X
2460,9780312315733,0312315732
2461,9780805073393,0805073396
2462,9781933372136,1933372133
2463,9780553587500,0553587501
2464,9780060750862,0060750863
2465,9780345472458,0345472454
2466,9780316010733,0316010731
2467,9780553590159,0553590154
2468,9780452286535,0452286530
2469,9780571224647,0571224644
2470,9780373802456,0373802455
2471,9780553590166,0553590162
2472,9780375435485,0375435484
2473,9780670033447,0670033448
2474,9780316010702,0316010707
2475,9780143036692,0143036696
2476,9780312336936,0312336934
2477,,
2478,9780765344311,0765344319
2479,9780425199565,0425199568
2480,9781846686627,1846686628
2481,9780312261214,0312261217
2482,9781400076932,1400076935
2483,9780330418874,0330418874
2484,9780345461629,0345461622
2485,9780515139754,0515139750
2486,9780765309891,0765309890
2487,9781401201135,140120113X
2488,9780385722148,0385722141
2489,9780060722296,0060722290
2490,9780767915304,0767915305
2491,9781400077090,1400077095
2492,9780316011273,0316011274
2493,9781844280599,1844280594
2494,9780099468455,009946845X
2495,,
2496,9781400128266,1400128269
2497,9781401359799,1401359795
2498,9780439372947,0439372941
2499,,
2500,,
2501,,
2502,9780670069019,0670069019
2503,,
2504,9780316015844,0316015849
2505,,
2506,,
2507,9781435249158,1435249151
2508,9780553582024,055358202X
2509,9780743247542,074324754X
2510,9780689865398,0689865392
2511,9780812968064,0812968069
2512,9780375840401,0375840400
2513,9780618711659,0618711651
2514,9780060515195,0060515198
2515,9780373802302,0373802307
2516,,
2517,9780441013333,0441013333
2518,9781400078431,1400078431
2519,9780743226721,0743226720
2520,9781599900735,1599900734
2521,9780064410151,0064410153
2522,9780143037149,0143037145
2523,9780385733410,0385733410
2524,9780739461198,0739461192
2525,9780439554008,0439554004
2526,9780451216953,0451216954
2527,,
2528,9780553375930,0553375938
2529,9780143037743,0143037749
2530,9781400032051,1400032059
2531,9780765350374,0765350378
2532,9780446617796,0446617792
2533,,
2534,9780553588262,0553588265
2535,9780141020525,0141020520
2536,,
2537,,
2538,9780060525118,0060525118
2539,9780399244551,0399244557
2540,9780393328622,0393328627
2541,,
2542,9780740748479,0740748475
2543,9780743454551,0743454553
2544,9780060755867,0060755865
2545,9780767913737,0767913736
2546,9780060541439,0060541431
2547,,
2548,9780451460912,045146091X
2549,9780812577563,0812577566
2550,9781841957173,1841957178
2551,9781595140838,1595140832
2552,9780399244568,0399244565
2553,9780060776244,0060776242
2554,9780446616416,0446616419
2555,9781594481932,1594481938
2556,9780374292799,0374292795
2557,9780345464019,034546401X
2558,9780743453028,0743453026
2559,9780373802548,0373802544
2560,9780316156110,0316156116
2561,9780099490623,0099490625
2562,9781250000644,1250000645
2563,9780060519568,0060519568
2564,9780765348258,076534825X
2565,9781416900313,1416900314
2566,9780802142818,0802142818
2567,9780810959255,0810959259
2568,9780743243780,0743243781
2569,9780307275738,0307275736
2570,9780525476887,0525476881
2571,9780446696166,0446696161
2572,9780060747459,0060747455
2573,9781841492056,1841492051
2574,9780060859510,0060859512
2575,9780143036593,0143036599
2576,9780446617093,0446617091
2577,,
2578,9780060572990,006057299X
2579,9780312426057,0312426054
2580,9780689868238,0689868235
2581,9780143037231,0143037234
2582,9780060787219,006078721X
2583,9781400032181,1400032180
2584,9780060758288,0060758287
2585,9780446699556,0446699551
2586,9780451220042,0451220048
2587,9780060519599,0060519592
2588,9780553382372,0553382373
2589,9780060559144,0060559144
2590,9780749936143,0749936142
2591,9780441013340,0441013341
2592,9780060088743,0060088745
2593,,
2594,9781400076192,1400076196
2595,9780679783480,0679783482
2596,9780061234002,0061234001
2597,9780451216694,0451216695
2598,9780393329124,0393329127
2599,9780439339117,0439339111
2600,9781565125605,1565125606
2601,,
2602,9780307265432,0307265439
2603,9780307269980,0307269981
2604,9780143038412,0143038419
2605,9780786856862,0786856866
2606,9780743298025,0743298020
2607,9780525476887,0525476881
2608,9780143038252,0143038257
2609,9780689865404,0689865406
2610,9780441013814,0441013813
2611,9780307346605,0307346609
2612,9780345481283,0345481283
2613,9781594200823,1594200823
2614,9780441014910,0441014917
2615,9780670061051,0670061050
2616,,
2617,9780765311788,076531178X
2618,9780618871711,0618871713
2619,9781423100034,1423100034
2620,9780060590277,0060590270
2621,9780618680009,0618680004
2622,9780743272506,0743272501
2623,9780446528054,0446528056
2624,9780553804676,0553804677
2625,9780786838929,0786838922
2626,9781400044160,1400044162
2627,9780393330472,0393330478
2628,9780064410168,0064410161
2629,,
2630,9780312370831,0312370830
2631,9780375814686,037581468X
2632,9780553384031,0553384031
2633,9781933372600,1933372605
2634,9780385339155,0385339151
2635,9780977937905,0977937909
2636,9780385516167,0385516169
2637,9781400043460,1400043468
2638,9780061139079,0061139076
2639,9780670070299,0670070297
2640,9780786851973,078685197X
2641,9780575079793,0575079797
2642,9780670037605,0670037605
2643,9780451219947,0451219945
2644,9781401303273,1401303277
2645,9780767919364,076791936X
2646,9780763625894,0763625892
2647,9780399153723,0399153721
2648,9781590385814,1590385810
2649,9780060835774,006083577X
2650,9780812974010,0812974018
2651,9780743496711,074349671X
2652,,
2653,9780307237699,0307237699
2654,9780330448444,0330448447
2655,9781594489259,1594489254
2656,9780618683079,0618683070
2657,9781401210823,1401210821
2658,9780743298858,0743298853
2659,9780060788193,0060788194
2660,9781416524519,1416524517
2661,9780345481290,0345481291
2662,9780812974041,0812974042
2663,,
2664,9781596912311,1596912316
2665,9780786851713,0786851716
2666,9780375414862,037541486X
2667,9780307278289,030727828X
2668,,
2669,9780061131240,0061131245
2670,9780670038312,0670038318
2671,9780307264190,030726419X
2672,,
2673,9781932416640,1932416641
2674,9780743233491,0743233492
2675,,
2676,9780446610025,044661002X
2677,9780446531092,044653109X
2678,,
2679,9780316155595,0316155594
2680,9780765314215,0765314215
2681,9780060525125,0060525126
2682,9780316734950,0316734950
2683,9780618773473,0618773479
2684,9780451461032,0451461037
2685,9780765312181,0765312182
2686,9780670037728,0670037729
2687,9780446579674,044657967X
2688,9780425210734,0425210731
2689,9780451219367,0451219368
2690,9781594831119,1594831114
2691,9780446576987,0446576980
2692,9781400095957,1400095956
2693,9780373802494,0373802498
2694,9780385503846,0385503849
2695,9780425215685,0425215687
2696,9780743296786,0743296788
2697,9780451461070,045146107X
2698,9780670037773,067003777X
2699,9781400061280,1400061288
2700,,
2701,9780316160209,0316160202
2702,9781594489501,1594489505
2703,9781416914280,1416914285
2704,9780756404079,075640407X
2705,9780307269997,030726999X
2706,9781595141743,159514174X
2707,9780141382890,0141382899
2708,9781595147882,1595147888
2709,9780385730303,0385730306
2710,9780316013680,0316013684
2711,9780747599876,0747599874
2712,9780312370831,0312370830
2713,9781594489587,1594489580
2714,9780743496728,0743496728
2715,9780060874162,0060874163
2716,9780007149827,0007149824
2717,9780595440092,0595440096
2718,,
2719,9780312360269,0312360266
2720,,
2721,9781423100058,1423100050
2722,9781416912040,1416912045
2723,9780312532758,031253275X
2724,9780061147937,0061147931
2725,9780441014736,0441014739
2726,,
2727,9780061245084,0061245089
2728,9780224081184,0224081187
2729,,
2730,9780525950127,0525950125
2731,9780007246229,0007246226
2732,,
2733,9781416590644,1416590641
2734,9780375826726,0375826726
2735,9780061214653,0061214655
2736,9781897370315,1897370318
2737,9780553805482,0553805487
2738,,
2739,9780765316882,0765316889
2740,9780670018864,0670018864
2741,9780670038718,0670038717
2742,9780316016384,0316016381
2743,9780552562522,0552562521
2744,9781841959115,1841959111
2745,9780393351392,0393351394
2746,9780374105235,0374105235
2747,9780575077881,0575077883
2748,9781400064663,140006466X
2749,9780743264730,0743264738
2750,9780307356369,0307356361
2751,9780374280963,0374280967
2752,9780670061013,0670061018
2753,9780446580502,0446580503
2754,9780425213971,0425213978
2755,9780091796266,0091796261
2756,9780758216410,0758216416
2757,9781599900513,1599900513
2758,9780312360283,0312360282
2759,9780439813765,043981376X
2760,9780345496874,0345496876
2761,,
2762,9780060740221,0060740221
2763,9780312368463,0312368461
2764,,
2765,9780786838936,0786838930
2766,9780399154010,0399154019
2767,9780393354256,0393354253
2768,9780451412355,0451412354
2769,9781423337454,142333745X
2770,9780441014941,0441014941
2771,9780399154225,0399154221
2772,9780786849079,078684907X
2773,9780316018951,0316018953
2774,9780345494993,0345494997
2775,9780451222350,0451222350
2776,9780060788384,0060788380
2777,9781416951179,1416951172
2778,9780446580281,0446580287
2779,9780425217290,0425217299
2780,9780375833649,0375833641
2781,9780385339162,038533916X
2782,9780375913754,0375913750
2783,9780061240416,0061240419
2784,9780385613460,0385613466
2785,9780060525132,0060525134
2786,9780061187841,0061187844
2787,9781590387429,1590387422
2788,9780743294379,0743294378
2789,9780515143805,0515143804
2790,,
2791,9780399154300,0399154302
2792,9780743291477,0743291476
2793,9780439918480,0439918480
2794,9780762745654,0762745657
2795,9781423351702,1423351703
2796,9781594201455,1594201455
2797,9780778324218,0778324214
2798,9781416903567,1416903569
2799,9780060519599,0060519592
2800,9780439023481,0439023483
2801,9780316067928,031606792X
2802,9780316068048,0316068047
2803,9780385340991,0385340990
2804,9781416914297,1416914293
2805,9781401323257,1401323251
2806,9780060530921,0060530928
2807,9780152063962,015206396X
2808,9781423101468,1423101464
2809,9781554681723,1554681723
2810,9780061374227,0061374229
2811,9780676979343,0676979343
2812,,
2813,(ISBN10: 0670,"<ERROR> _IDX: 2814 error(6): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
2814,9780142414934,014241493X
2815,9780747599876,0747599874
2816,9780375826726,0375826726
2817,9781595141972,1595141979
2818,9780312379834,0312379838
2819,9780316143479,0316143472
2820,9780441015894,0441015891
2821,9780385524940,0385524943
2822,,
2823,,
2824,9780765319852,0765319853
2825,9780312360306,0312360304
2826,,
2827,9780670010882,067001088X
2828,9781416552512,1416552510
2829,9780670018703,0670018708
2830,9781416953579,1416953574
2831,9780446407410,0446407410
2832,9781423109600,1423109600
2833,9780743496742,0743496744
2834,9780061240270,0061240273
2835,9780446579933,0446579939
2836,9781590388983,1590388984
2837,,
2838,9781416562597,1416562591
2839,9780060393496,0060393491
2840,9780441015665,0441015662
2841,9780434017843,0434017841
2842,9780312362157,0312362153
2843,9780061662690,0061662690
2844,9780312348670,0312348673
2845,9780451461896,0451461894
2846,9780312349516,0312349513
2847,9780553805499,0553805495
2848,9781565125698,156512569X
2849,9780061474095,0061474096
2850,9780670018864,0670018864
2851,9780778325345,0778325342
2852,9780385613705,0385613709
2853,9781594201455,1594201455
2854,9780307377043,0307377040
2855,9780441016150,0441016154
2856,9780316017923,0316017922
2857,9781400064755,1400064759
2858,9780810994737,0810994739
2859,9780451222725,0451222725
2860,9780525950608,0525950605
2861,9780743294256,0743294254
2862,,
2863,9781934414101,1934414107
2864,9780345495358,0345495357
2865,9780439895767,0439895766
2866,9780307264237,0307264238
2867,9780316037532,0316037532
2868,9780385517881,0385517882
2869,9780061214684,006121468X
2870,9780763627102,0763627100
2871,9780803730021,0803730020
2872,9781594483066,159448306X
2873,9780778324928,0778324923
2874,9780765316899,0765316897
2875,9780316014779,031601477X
2876,9780743290111,0743290119
2877,9781416549970,1416549978
2878,9780802798237,0802798233
2879,9780061256776,0061256773
2880,9780451223890,0451223896
2881,9780385521727,0385521723
2882,9781606100172,1606100173
2883,9780007256754,0007256752
2884,9780307394958,0307394956
2885,9780316154857,0316154857
2886,9781592854684,1592854680
2887,9780061245091,0061245097
2888,9781401303365,1401303366
2889,9781416905851,1416905855
2890,9781423102281,1423102282
2891,9780312364083,0312364083
2892,9781423109211,142310921X
2893,9780060515126,0060515120
2894,9781416567844,1416567844
2895,,
2896,9780061448768,0061448761
2897,9781416950585,1416950583
2898,9780393064643,0393064646
2899,9780330449601,0330449605
2900,9780439023498,0439023491
2901,9780399155345,0399155341
2902,9781416914303,1416914307
2903,9780752898476,0752898477
2904,9781595141989,1595141987
2905,9780739380338,0739380338
2906,9780545123266,0545123267
2907,9781416989417,1416989412
2908,9780312532758,031253275X
2909,9780441017157,0441017150
2910,9780312379827,031237982X
2911,9780803734616,0803734611
2912,9780375414497,0375414495
2913,9780385504225,0385504225
2914,9781905654581,1905654588
2915,9780385738934,0385738935
2916,9780061662768,0061662763
2917,9780345505330,0345505336
2918,9780312532765,0312532768
2919,9780670011940,0670011940
2920,9780316042673,0316042676
2921,9781594743344,1594743347
2922,9781400067114,1400067111
2923,9780446547567,0446547565
2924,9780385737944,0385737947
2925,9780385342308,0385342306
2926,9780061668036,0061668036
2927,9780061284403,0061284408
2928,9780670011100,067001110X
2929,9780385665308,038566530X
2930,9780575090859,0575090855
2931,9781841496863,1841496863
2932,9780525421030,0525421033
2933,9781416953586,1416953582
2934,9780446546935,0446546933
2935,9780312383282,0312383282
2936,9781423102267,1423102266
2937,9781401340902,1401340903
2938,9781416586289,1416586288
2939,9780385413053,038541305X
2940,9780224085618,0224085611
2941,9780061214714,006121471X
2942,9781400063734,1400063736
2943,9780152063849,0152063846
2944,9780451225726,0451225724
2945,9780385528771,0385528779
2946,9780061720772,0061720771
2947,9781416971733,1416971734
2948,9780975925591,0975925598
2949,9780312590444,031259044X
2950,9780385342025,0385342020
2951,(ISBN10: 0007,"<ERROR> _IDX: 2952 error(7): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
2952,9781565125964,1565125967
2953,9781423116387,1423116380
2954,9780375814693,0375814698
2955,9780385341653,0385341652
2956,9781439148501,1439148503
2957,9780525951278,052595127X
2958,9781599903224,1599903229
2959,9780385513531,0385513534
2960,9780441017027,0441017029
2961,9780441017386,044101738X
2962,9781416563686,1416563687
2963,9781934781630,1934781630
2964,9780375424496,0375424490
2965,9780061583216,0061583219
2966,9780316025058,0316025054
2967,9780446582223,0446582220
2968,9780451462565,0451462564
2969,9781439138311,1439138311
2970,9780316056632,0316056634
2971,9780061558238,0061558230
2972,9780778325642,0778325644
2973,9780061138010,0061138010
2974,9780312555115,0312555113
2975,9780060590314,0060590319
2976,9780553820270,0553820273
2977,9780778327400,077832740X
2978,9780525421351,0525421351
2979,9781599901671,1599901676
2980,9780385735292,0385735294
2981,9780451228666,0451228669
2982,9780061734564,006173456X
2983,9781594488870,1594488878
2984,9781594202179,1594202176
2985,9781554872770,1554872774
2986,9780345476029,0345476026
2987,9780749909222,0749909226
2988,9781594488801,1594488800
2989,9780316113595,031611359X
2990,9780743294294,0743294297
2991,9780060852573,0060852577
2992,9780451228215,0451228219
2993,9780553819878,0553819879
2994,9781595544704,1595544704
2995,9780375409288,0375409289
2996,9780060892173,006089217X
2997,9781595142719,1595142711
2998,9780670020553,0670020559
2999,9780393068573,0393068579
3000,9780439023511,0439023513
3001,9781595142504,1595142509
3002,9781416975861,1416975861
3003,,
3004,9781595143068,1595143068
3005,9780545123280,0545123283
3006,9781400052172,1400052173
3007,9781416989431,1416989439
3008,9781841497129,1841497126
3009,9781423113393,142311339X
3010,9780441018642,0441018645
3011,9780525423645,0525423648
3012,9780061726811,0061726818
3013,9780385739146,0385739141
3014,9780373210084,0373210086
3015,9780451229854,0451229851
3016,9781423113386,1423113381
3017,9781905654949,1905654944
3018,9780316077057,0316077054
3019,9781423121305,1423121309
3020,9780345504968,0345504968
3021,9780373210138,0373210132
3022,9780061985843,0061985848
3023,9780061779817,0061779814
3024,9780765326263,0765326264
3025,9780441018192,044101819X
3026,9781606840832,1606840835
3027,9780061969553,0061969559
3028,9781439153666,1439153663
3029,9780525423270,0525423273
3030,9780374158460,0374158460
3031,9781400064168,1400064163
3032,9781416979180,1416979182
3033,9780802720856,0802720854
3034,9780441018529,0441018521
3035,9780525421580,0525421580
3036,9780385738750,0385738757
3037,9780061659225,0061659223
3038,9780399254826,039925482X
3039,9780312364120,0312364121
3040,9780061935084,0061935085
3041,9781400068937,1400068932
3042,,
3043,9781442402003,1442402008
3044,9780743296434,0743296435
3045,9781400065455,1400065453
3046,9780307592835,0307592839
3047,9781599903422,1599903423
3048,9780312656263,0312656262
3049,9780061284472,0061284475
3050,9780143145547,0143145541
3051,,
3052,9780312590970,0312590970
3053,9780385342315,0385342314
3054,9781862308169,1862308160
3055,9780451231611,0451231619
3056,9780758232007,0758232004
3057,9780765326355,0765326353
3058,9780061668067,0061668060
3059,9780553807219,0553807218
3060,9780385736848,0385736843
3061,9780312595678,0312595670
3062,9780451229731,0451229738
3063,9781594487569,1594487561
3064,9781406310276,1406310271
3065,9781423128199,1423128192
3066,9780312576981,0312576986
3067,9780425233368,0425233367
3068,9780061922312,0061922315
3069,9780312649913,0312649916
3070,,
3071,9780385905169,0385905165
3072,9780061992704,0061992704
3073,9781416990659,1416990658
3074,9780061728914,0061728918
3075,9780803734951,0803734956
3076,9781594487583,1594487588
3077,9780316074148,0316074144
3078,9781595143372,1595143378
3079,9781423116394,1423116399
3080,9780385611077,0385611072
3081,9781416994060,1416994068
3082,9780061138034,0061138037
3083,9780345471017,0345471016
3084,9780385534635,0385534639
3085,9780316081054,0316081051
3086,9780393062625,0393062627
3087,9780312609146,0312609140
3088,9781439192566,1439192561
3089,9781606840382,160684038X
3090,9780061706547,006170654X
3091,9780061779725,0061779725
3092,9780670021871,0670021873
3093,9781565126800,1565126807
3094,9780446556828,0446556823
3095,9780061733635,0061733636
3096,9780373210060,037321006X
3097,9781596435698,1596435690
3098,9781606412381,1606412388
3099,9780345515582,0345515587
3100,9781442403543,1442403543
3101,9781416975885,1416975888
3102,9780061726835,0061726834
3103,9781442426641,1442426640
3104,9781423140597,1423140591
3105,9780385534635,0385534639
3106,9780061996160,0061996165
3107,9780385739160,0385739168
3108,9781595143174,1595143173
3109,,
3110,9780670022410,0670022411
3111,9780385341677,0385341679
